,Time
cell_2249,0.01516684
cell_2250,0.027499702
cell_2251,0.04013054
cell_2252,0.044385877000000004
cell_2253,0.06908208
cell_2254,0.06900134
cell_2255,0.08767519
cell_2256,0.101313636
cell_2257,0.09886681
cell_2258,0.10028573
cell_2259,0.10189186
cell_2260,0.10149810000000001
cell_2261,0.10044637
cell_2262,0.09820463
cell_2263,0.10554351
cell_2264,0.111157164
cell_2265,0.096595444
cell_2266,0.08530594
cell_2267,0.060369245999999994
cell_2268,0.050814967999999995
cell_2269,0.027061892999999997
cell_2270,0.01772701
cell_2271,0.016564475
cell_2272,0.016049188
cell_2273,0.07130336
cell_2274,0.07139694
cell_2275,0.07152154
cell_2276,0.07002159
cell_2277,0.06454075
cell_2278,0.03798812
cell_2279,0.02107426
cell_2280,0.01607374
cell_2281,0.010934016999999999
cell_2282,0.0069690496
cell_2283,0.15287438
cell_2284,0.15470815
cell_2285,0.15330929
cell_2286,0.14780782
cell_2287,0.14063585
cell_2288,0.15350744
cell_2289,0.13450727
cell_2290,0.13582133
cell_2291,0.12542915
cell_2292,0.12755226
cell_2293,0.12796211
cell_2294,0.11336409
cell_2295,0.09886519
cell_2296,0.09612707
cell_2297,0.08149312
cell_2298,0.059116848
cell_2299,0.053010885
cell_2300,0.04817307
cell_2301,0.044982895
cell_2302,0.048520985999999995
cell_2303,0.14427213
cell_2304,0.14067917
cell_2305,0.1458327
cell_2306,0.14060403
cell_2307,0.14717698
cell_2308,0.1449896
cell_2309,0.14143442
cell_2310,0.13180861
cell_2311,0.13341658
cell_2312,0.13336599
cell_2313,0.115518734
cell_2314,0.12152348
cell_2315,0.11502423
cell_2316,0.113403454
cell_2317,0.10949416
cell_2318,0.10883897
cell_2319,0.10132956
cell_2320,0.07939923
cell_2321,0.08113076
cell_2322,0.07156061400000001
cell_2323,0.11322454
cell_2324,0.116038345
cell_2325,0.11924378
cell_2326,0.132105
cell_2327,0.13396132
cell_2328,0.145348
cell_2329,0.13394155
cell_2330,0.13521998
cell_2331,0.13574502
cell_2332,0.13530663
cell_2333,0.14039226
cell_2334,0.07207825
cell_2335,0.07283818
cell_2336,0.068995506
cell_2337,0.06849334
cell_2338,0.06879841
cell_2339,0.067521915
cell_2340,0.060772438
cell_2341,0.059137546
cell_2342,0.05884208
cell_2343,0.059427194
cell_2344,0.08001516
cell_2345,0.079466775
cell_2346,0.08297210000000001
cell_2347,0.08057876
cell_2348,0.08614266
cell_2349,0.08522157
cell_2350,0.093394645
cell_2351,0.09359565
cell_2352,0.10445328
cell_2353,0.108760566
cell_2354,0.07312602
cell_2355,0.08690327
cell_2356,0.08882764
cell_2357,0.091017425
cell_2358,0.08985804
cell_2359,0.09374489
cell_2360,0.08610698
cell_2361,0.084618144
cell_2362,0.08392424
cell_2363,0.08063981
cell_2364,0.019937932
cell_2365,0.018688986
cell_2366,0.022443172999999997
cell_2367,0.020662725
cell_2368,0.02205298
cell_2369,0.019415077
cell_2370,0.01697086
cell_2371,0.015215221000000001
cell_2372,0.013477426
cell_2373,0.013351366000000002
cell_2374,0.123908184
cell_2375,0.12421673
cell_2376,0.13012254
cell_2377,0.13622625
cell_2378,0.13340734
cell_2379,0.13609914
cell_2380,0.13581222
cell_2381,0.13827620000000002
cell_2382,0.13718113
cell_2383,0.13148622
cell_2384,0.032568354
cell_2385,0.029861175
cell_2386,0.035498597
cell_2387,0.029132973
cell_2388,0.020310182
cell_2389,0.020773984
cell_2390,0.013286546000000002
cell_2391,0.017913895
cell_2392,0.030798607000000002
cell_2393,0.035072528
cell_2394,0.06053088
cell_2395,0.06488112
cell_2396,0.056479797000000005
cell_2397,0.055946025999999996
cell_2398,0.05279086
cell_2399,0.037371755
cell_2400,0.03574526
cell_2401,0.03460623
cell_2402,0.02659029
cell_2403,0.028165537999999997
cell_2404,0.12196963
cell_2405,0.12493051
cell_2406,0.11857645
cell_2407,0.11398782
cell_2408,0.11080921
cell_2409,0.11214318
cell_2410,0.10656476
cell_2411,0.11482968
cell_2412,0.12167806
cell_2413,0.1158668
cell_2414,0.02994706
cell_2415,0.0338844
cell_2416,0.035439517000000004
cell_2417,0.040537655
cell_2418,0.04785822
cell_2419,0.053778928
cell_2420,0.068555504
cell_2421,0.073645346
cell_2422,0.09211992
cell_2423,0.08691335
cell_2424,0.13747396
cell_2425,0.13340205
cell_2426,0.13472407
cell_2427,0.13476853
cell_2428,0.13324432
cell_2429,0.1277602
cell_2430,0.11838937599999999
cell_2431,0.111908294
cell_2432,0.11316962
cell_2433,0.114301816
cell_2434,0.11194949
cell_2435,0.122263044
cell_2436,0.12281976
cell_2437,0.12523837
cell_2438,0.11626965
cell_2439,0.11641589599999999
cell_2440,0.10969363
cell_2441,0.09690739999999999
cell_2442,0.08831788
cell_2443,0.08952479
cell_2444,0.08725357
cell_2445,0.06246399
cell_2446,0.06478809
cell_2447,0.06348704
cell_2448,0.057101387999999996
cell_2449,0.053944900000000004
cell_2450,0.055327296
cell_2451,0.05567864
cell_2452,0.058466315
cell_2453,0.05681451
cell_2454,0.059446853
cell_2455,0.11446209
cell_2456,0.11119415
cell_2457,0.10929954
cell_2458,0.095377564
cell_2459,0.09617051
cell_2460,0.08835948
cell_2461,0.08836835
cell_2462,0.08588768
cell_2463,0.08628655
cell_2464,0.086037226
cell_2465,0.024212101
cell_2466,0.023193887000000003
cell_2467,0.029422252000000003
cell_2468,0.02108887
cell_2469,0.018408006
cell_2470,0.017707415
cell_2471,0.022094067000000002
cell_2472,0.017655216
cell_2473,0.01129036
cell_2474,0.010597766000000002
cell_2475,0.106269136
cell_2476,0.10855801
cell_2477,0.09982533
cell_2478,0.094794974
cell_2479,0.08279583
cell_2480,0.07129461
cell_2481,0.0623476
cell_2482,0.044355247
cell_2483,0.042631928
cell_2484,0.040547118
cell_2485,0.052292127
cell_2486,0.05516275
cell_2487,0.060901477999999995
cell_2488,0.06476614
cell_2489,0.069659464
cell_2490,0.07351224
cell_2491,0.07534743
cell_2492,0.09222662400000001
cell_2493,0.10180244599999999
cell_2494,0.11049219
cell_2495,0.03577495
cell_2496,0.031040315
cell_2497,0.03214157
cell_2498,0.034949325
cell_2499,0.0501423
cell_2500,0.056477755
cell_2501,0.06266902
cell_2502,0.07991184
cell_2503,0.093752146
cell_2504,0.10941669999999999
cell_2505,0.09443916
cell_2506,0.093218334
cell_2507,0.09541439
cell_2508,0.08710708
cell_2509,0.08539657
cell_2510,0.0824747
cell_2511,0.077809654
cell_2512,0.069807485
cell_2513,0.067942746
cell_2514,0.06327369
cell_2515,0.023466498
cell_2516,0.022261772000000003
cell_2517,0.023442757999999998
cell_2518,0.021547012
cell_2519,0.028380685
cell_2520,0.029961553999999998
cell_2521,0.03158805
cell_2522,0.035065297
cell_2523,0.03692456
cell_2524,0.039198357999999996
cell_2525,0.15413733
cell_2526,0.15930897
cell_2527,0.15697646
cell_2528,0.15643726
cell_2529,0.14853835
cell_2530,0.15706134
cell_2531,0.1554658
cell_2532,0.15931647
cell_2533,0.16930181
cell_2534,0.16587202
cell_2535,0.16440989
cell_2536,0.050453215999999995
cell_2537,0.06127377
cell_2538,0.060219742
cell_2539,0.08176039
cell_2540,0.0816137
cell_2541,0.100513615
cell_2542,0.11230747
cell_2543,0.1186675
cell_2544,0.12365173
cell_2545,0.12485922
cell_2546,0.13435699
cell_2547,0.13507365
cell_2548,0.13505735
cell_2549,0.12645645
cell_2550,0.12617125
cell_2551,0.11870031
cell_2552,0.11910518
cell_2553,0.120408885
cell_2554,0.116469875
cell_2555,0.11562659
cell_2556,0.071345955
cell_2557,0.071747534
cell_2558,0.07123423
cell_2559,0.06398613
cell_2560,0.060847967999999995
cell_2561,0.053718525999999996
cell_2562,0.049993243
cell_2563,0.04906699
cell_2564,0.04823214
cell_2565,0.04978312
cell_2566,0.078556366
cell_2567,0.09199799
cell_2568,0.091826625
cell_2569,0.097235166
cell_2570,0.09528953
cell_2571,0.08606226
cell_2572,0.076175325
cell_2573,0.056199945999999994
cell_2574,0.058017194
cell_2575,0.041184437000000004
cell_2576,0.14421515
cell_2577,0.14180710000000002
cell_2578,0.1377888
cell_2579,0.13586017
cell_2580,0.13072924
cell_2581,0.1271988
cell_2582,0.13891305
cell_2583,0.13578753
cell_2584,0.14558607
cell_2585,0.13365614
cell_2586,0.14397411
cell_2587,0.14445862
cell_2588,0.14278495
cell_2589,0.1388925
cell_2590,0.1291042
cell_2591,0.12436266
cell_2592,0.11461598
cell_2593,0.11249534
cell_2594,0.10680808
cell_2595,0.10623416
cell_2596,0.12016291
cell_2597,0.11830630000000002
cell_2598,0.118786745
cell_2599,0.11923993
cell_2600,0.12187669400000001
cell_2601,0.12301598
cell_2602,0.123205155
cell_2603,0.13549557
cell_2604,0.1325519
cell_2605,0.1372257
cell_2606,0.11353315
cell_2607,0.09834012
cell_2608,0.09324669
cell_2609,0.090944186
cell_2610,0.09034185
cell_2611,0.09303008
cell_2612,0.10698949
cell_2613,0.11393171
cell_2614,0.11088711
cell_2615,0.12639211
cell_2616,0.011263687
cell_2617,0.011641568500000001
cell_2618,0.011593963999999998
cell_2619,0.009869461999999999
cell_2620,0.007157049
cell_2621,0.006171416999999999
cell_2622,0.010365652
cell_2623,0.01060836
cell_2624,0.012060118
cell_2625,0.010393066999999999
cell_2626,0.12531412
cell_2627,0.111466676
cell_2628,0.10162242
cell_2629,0.0947669
cell_2630,0.08567548
cell_2631,0.08156723
cell_2632,0.06726589
cell_2633,0.055300582
cell_2634,0.050721987999999996
cell_2635,0.044404212
cell_2636,0.042162508
cell_2637,0.051397763
cell_2638,0.04938541
cell_2639,0.056843285
cell_2640,0.048684277000000005
cell_2641,0.046879485
cell_2642,0.03953742
cell_2643,0.0395159
cell_2644,0.033265766
cell_2645,0.031281315
cell_2646,0.038730018
cell_2647,0.14180367
cell_2648,0.13147
cell_2649,0.12542582
cell_2650,0.12706882
cell_2651,0.11968981
cell_2652,0.12520397
cell_2653,0.12932129
cell_2654,0.13174388
cell_2655,0.13158531
cell_2656,0.12512326
cell_2657,0.029200025
cell_2658,0.02698211
cell_2659,0.030275767999999998
cell_2660,0.030853895
cell_2661,0.035840657000000005
cell_2662,0.039697777000000004
cell_2663,0.045153387
cell_2664,0.056668974000000004
cell_2665,0.060844194000000004
cell_2666,0.06360357
cell_2667,0.047045927
cell_2668,0.04934061
cell_2669,0.049914155
cell_2670,0.046878262999999996
cell_2671,0.04585319400000001
cell_2672,0.04764580400000001
cell_2673,0.04771414400000001
cell_2674,0.05532006
cell_2675,0.055663142
cell_2676,0.054725397
cell_2677,0.08165391
cell_2678,0.076254055
cell_2679,0.08728561
cell_2680,0.07974532
cell_2681,0.07928457
cell_2682,0.074644744
cell_2683,0.075831026
cell_2684,0.07555996599999999
cell_2685,0.07545393
cell_2686,0.075628795
cell_2687,0.03480235
cell_2688,0.035296895
cell_2689,0.030933673999999998
cell_2690,0.03377625
cell_2691,0.029426234
cell_2692,0.03598492
cell_2693,0.035788692999999996
cell_2694,0.032094296
cell_2695,0.04022503
cell_2696,0.039625607
cell_2697,0.09268264
cell_2698,0.08733285
cell_2699,0.08901384
cell_2700,0.08383821
cell_2701,0.07894398
cell_2702,0.08024594
cell_2703,0.079818316
cell_2704,0.07293585
cell_2705,0.06800638
cell_2706,0.061525177
cell_2707,0.084879585
cell_2708,0.07742876
cell_2709,0.049859412
cell_2710,0.045453373
cell_2711,0.038163852000000005
cell_2712,0.03690739
cell_2713,0.036466952000000004
cell_2714,0.047350656
cell_2715,0.050309163
cell_2716,0.050388592999999995
cell_2717,0.112522975
cell_2718,0.11804888
cell_2719,0.10586886
cell_2720,0.10805079
cell_2721,0.09651529
cell_2722,0.08340279
cell_2723,0.08206339
cell_2724,0.066540785
cell_2725,0.06172988
cell_2726,0.046597343
cell_2727,0.017224400000000004
cell_2728,0.012704371
cell_2729,0.009697528
cell_2730,0.009369568
cell_2731,0.017136417
cell_2732,0.021344459
cell_2733,0.03753923
cell_2734,0.04073181
cell_2735,0.044688497
cell_2736,0.05353459
cell_2737,0.056784093
cell_2738,0.10805901
cell_2739,0.10899865
cell_2740,0.10587349
cell_2741,0.100067616
cell_2742,0.09671454
cell_2743,0.09486733
cell_2744,0.09671279
cell_2745,0.09405267
cell_2746,0.09581984
cell_2747,0.092974566
cell_2748,0.12357026
cell_2749,0.11621716
cell_2750,0.138902
cell_2751,0.14061089999999998
cell_2752,0.12269876
cell_2753,0.11005946
cell_2754,0.10714564
cell_2755,0.10517588
cell_2756,0.09914305
cell_2757,0.087458596
cell_2758,0.10540617
cell_2759,0.108596735
cell_2760,0.099012345
cell_2761,0.09876967
cell_2762,0.07322891
cell_2763,0.06632284
cell_2764,0.0809192
cell_2765,0.085496776
cell_2766,0.08733518400000001
cell_2767,0.08982091
cell_2768,0.10156762
cell_2769,0.0925194
cell_2770,0.07111209
cell_2771,0.065862454
cell_2772,0.067929
cell_2773,0.075418554
cell_2774,0.07605512
cell_2775,0.079793245
cell_2776,0.08002857
cell_2777,0.08278156
cell_2778,0.13055947
cell_2779,0.12554574
cell_2780,0.1274404
cell_2781,0.12481096
cell_2782,0.12200384
cell_2783,0.11412585
cell_2784,0.10206205
cell_2785,0.10675088
cell_2786,0.098055534
cell_2787,0.09539808
cell_2788,0.14978969
cell_2789,0.14726833
cell_2790,0.11323430400000001
cell_2791,0.102775306
cell_2792,0.088542566
cell_2793,0.07641587400000001
cell_2794,0.065432735
cell_2795,0.062680915
cell_2796,0.052903805
cell_2797,0.054300923
cell_2798,0.13911138
cell_2799,0.14064199
cell_2800,0.14068411
cell_2801,0.12931553
cell_2802,0.1333176
cell_2803,0.13517122
cell_2804,0.14250667
cell_2805,0.13978046
cell_2806,0.14947815
cell_2807,0.13693084
cell_2808,0.10821120000000001
cell_2809,0.106890924
cell_2810,0.11317658400000001
cell_2811,0.113935895
cell_2812,0.11213238
cell_2813,0.11690305
cell_2814,0.11763374
cell_2815,0.11868819
cell_2816,0.11688125
cell_2817,0.120471194
cell_2818,0.850504
cell_2819,0.9080419
cell_2820,0.9126264000000001
cell_2821,0.8883384
cell_2822,0.9047825
cell_2823,0.88623744
cell_2824,0.95994574
cell_2825,1.0
cell_2826,0.99291223
cell_2827,0.98829013
cell_2828,0.1418523
cell_2829,0.14577647
cell_2830,0.148445
cell_2831,0.13600656
cell_2832,0.13849565
cell_2833,0.14508586
cell_2834,0.13923728
cell_2835,0.15289058
cell_2836,0.14696255
cell_2837,0.15234302
cell_2838,0.15025796
cell_2839,0.06425748
cell_2840,0.062820315
cell_2841,0.06266758
cell_2842,0.060395542999999996
cell_2843,0.057579935
cell_2844,0.056678257999999995
cell_2845,0.05539748
cell_2846,0.056221562999999995
cell_2847,0.053113807
cell_2848,0.05196899
cell_2849,0.012216076999999999
cell_2850,0.008722832
cell_2851,0.01381781
cell_2852,0.027357789
cell_2853,0.036560725
cell_2854,0.04587135
cell_2855,0.054775704
cell_2856,0.07330466
cell_2857,0.0700505
cell_2858,0.07064386
cell_2859,0.09550053
cell_2860,0.09203909
cell_2861,0.09845018
cell_2862,0.09283317
cell_2863,0.09871545400000001
cell_2864,0.09834844599999999
cell_2865,0.09422609
cell_2866,0.09544225
cell_2867,0.11703714
cell_2868,0.11717615
cell_2869,0.12028792
cell_2870,0.1248394
cell_2871,0.12250863
cell_2872,0.12365105
cell_2873,0.12384627
cell_2874,0.12528364
cell_2875,0.11944038400000001
cell_2876,0.120512255
cell_2877,0.11976348
cell_2878,0.117808014
cell_2879,0.14560461
cell_2880,0.14554177
cell_2881,0.14438303
cell_2882,0.142842
cell_2883,0.12984201
cell_2884,0.12966703
cell_2885,0.12823047
cell_2886,0.12764458
cell_2887,0.12628569
cell_2888,0.14145347
cell_2889,0.040544037000000005
cell_2890,0.043874286
cell_2891,0.04451968
cell_2892,0.04022969
cell_2893,0.03834908
cell_2894,0.026459452
cell_2895,0.02729767
cell_2896,0.013799256000000001
cell_2897,0.019747257
cell_2898,0.009881667
cell_2899,0.1416149
cell_2900,0.14404581
cell_2901,0.14735089
cell_2902,0.1451231
cell_2903,0.13681678
cell_2904,0.13950634
cell_2905,0.1408541
cell_2906,0.14053346
cell_2907,0.14735903
cell_2908,0.14869131
cell_2909,0.059573818
cell_2910,0.05978405
cell_2911,0.056170862
cell_2912,0.037530605
cell_2913,0.025179341
cell_2914,0.021141745
cell_2915,0.019734789
cell_2916,0.017886877
cell_2917,0.020065865
cell_2918,0.020133656
cell_2919,0.072319075
cell_2920,0.07789237
cell_2921,0.067641996
cell_2922,0.06281696
cell_2923,0.05701666
cell_2924,0.057655975
cell_2925,0.06162673
cell_2926,0.061776947
cell_2927,0.07624697
cell_2928,0.07916738
cell_2929,0.05823856
cell_2930,0.057070248
cell_2931,0.058486305
cell_2932,0.060397125999999995
cell_2933,0.06036321
cell_2934,0.0686201
cell_2935,0.07793713
cell_2936,0.081797175
cell_2937,0.088599585
cell_2938,0.09561383
cell_2939,0.09672831
cell_2940,0.093489915
cell_2941,0.09142916
cell_2942,0.09648966
cell_2943,0.09270599
cell_2944,0.09526764
cell_2945,0.09501578
cell_2946,0.09290352
cell_2947,0.09472225
cell_2948,0.09857198
cell_2949,0.09992441
cell_2950,0.061895347999999996
cell_2951,0.058911267999999996
cell_2952,0.056356184000000004
cell_2953,0.04369714
cell_2954,0.06625855
cell_2955,0.06902161
cell_2956,0.08826127
cell_2957,0.09934806
cell_2958,0.12814036
cell_2959,0.12495832
cell_2960,0.0392646
cell_2961,0.040278427
cell_2962,0.041858505
cell_2963,0.046569567
cell_2964,0.048572566
cell_2965,0.050978523
cell_2966,0.05435863
cell_2967,0.05748896
cell_2968,0.055790763
cell_2969,0.055683084
cell_2970,0.039520256000000004
cell_2971,0.041732877
cell_2972,0.04467884
cell_2973,0.041289583
cell_2974,0.044247072
cell_2975,0.043256185999999995
cell_2976,0.03946063
cell_2977,0.036001276
cell_2978,0.034868505
cell_2979,0.04347361
cell_2980,0.106383406
cell_2981,0.10668784
cell_2982,0.10314941400000001
cell_2983,0.1002936
cell_2984,0.108252525
cell_2985,0.0982457
cell_2986,0.09892448
cell_2987,0.09992595
cell_2988,0.09676246
cell_2989,0.09638519
cell_2990,0.122322105
cell_2991,0.11720411
cell_2992,0.10571766
cell_2993,0.09418895
cell_2994,0.08378739999999998
cell_2995,0.0758066
cell_2996,0.056727357
cell_2997,0.05240449999999999
cell_2998,0.03720375
cell_2999,0.04333558
cell_3000,0.05126169999999999
cell_3001,0.046812735
cell_3002,0.05657765
cell_3003,0.06774573
cell_3004,0.086786665
cell_3005,0.10327427
cell_3006,0.1049229
cell_3007,0.12172078
cell_3008,0.13221864
cell_3009,0.13443998
cell_3010,0.025933803999999998
cell_3011,0.02212454
cell_3012,0.014023161999999999
cell_3013,0.007922161
cell_3014,0.004484961
cell_3015,0.0035859553999999997
cell_3016,0.015079826000000001
cell_3017,0.019505006999999998
cell_3018,0.018535353
cell_3019,0.020416118
cell_3020,0.024710486
cell_3021,0.02584584
cell_3022,0.020320121
cell_3023,0.026309352
cell_3024,0.03241902
cell_3025,0.03582232
cell_3026,0.041580185
cell_3027,0.04439798
cell_3028,0.05134437
cell_3029,0.05824644
cell_3030,0.046116576
cell_3031,0.0465211
cell_3032,0.040067114
cell_3033,0.03665485
cell_3034,0.031119945
cell_3035,0.022367856000000002
cell_3036,0.018607425
cell_3037,0.015126981999999999
cell_3038,0.008431137
cell_3039,0.006278331
cell_3040,0.008712654
cell_3041,0.07738754
cell_3042,0.08276512
cell_3043,0.09301431
cell_3044,0.09366064
cell_3045,0.105209455
cell_3046,0.12751682
cell_3047,0.13208
cell_3048,0.13093808
cell_3049,0.13404033
cell_3050,0.1331871
cell_3051,0.06992525599999999
cell_3052,0.043663092
cell_3053,0.04205132599999999
cell_3054,0.038445473
cell_3055,0.035985686
cell_3056,0.046393007
cell_3057,0.066064835
cell_3058,0.07399646
cell_3059,0.07388236
cell_3060,0.07785204
cell_3061,0.14548139999999998
cell_3062,0.13269718
cell_3063,0.116942585
cell_3064,0.10076413
cell_3065,0.08219353
cell_3066,0.07765153
cell_3067,0.07687582
cell_3068,0.064521365
cell_3069,0.061524946
cell_3070,0.073130295
cell_3071,0.05399814
cell_3072,0.05879292
cell_3073,0.059742298
cell_3074,0.06450696
cell_3075,0.06339946
cell_3076,0.06171141
cell_3077,0.06340152
cell_3078,0.061886285
cell_3079,0.06394209999999999
cell_3080,0.060667407
cell_3081,0.092178114
cell_3082,0.093008675
cell_3083,0.09410668
cell_3084,0.09147398
cell_3085,0.089591555
cell_3086,0.08377105
cell_3087,0.08076322
cell_3088,0.07097754
cell_3089,0.06729489999999999
cell_3090,0.057811275
cell_3091,0.09809667
cell_3092,0.09463401
cell_3093,0.098523855
cell_3094,0.08502317
cell_3095,0.08621085
cell_3096,0.08054444
cell_3097,0.08285369
cell_3098,0.07161611
cell_3099,0.067210436
cell_3100,0.06253565
cell_3101,0.13747843
cell_3102,0.12487492
cell_3103,0.10652168
cell_3104,0.08329921
cell_3105,0.07752324
cell_3106,0.06325572
cell_3107,0.05350251
cell_3108,0.0406359
cell_3109,0.053411785999999996
cell_3110,0.055918127000000005
cell_3111,0.15978755
cell_3112,0.1617578
cell_3113,0.15973522
cell_3114,0.14822120000000003
cell_3115,0.157776
cell_3116,0.14812064
cell_3117,0.12351216
cell_3118,0.12755997
cell_3119,0.11886418
cell_3120,0.11221686
cell_3121,0.05285019999999999
cell_3122,0.038926147
cell_3123,0.043903075
cell_3124,0.053407285
cell_3125,0.06386335
cell_3126,0.06433341
cell_3127,0.079512626
cell_3128,0.08103469
cell_3129,0.094584025
cell_3130,0.08901919
cell_3131,0.11498493
cell_3132,0.10810791
cell_3133,0.113309436
cell_3134,0.1126594
cell_3135,0.111328095
cell_3136,0.10957862
cell_3137,0.110252805
cell_3138,0.103746705
cell_3139,0.10654334
cell_3140,0.10014406
cell_3141,0.09705456
cell_3142,0.09120117
cell_3143,0.03736574
cell_3144,0.029624516
cell_3145,0.021962197000000003
cell_3146,0.026275406
cell_3147,0.039995253
cell_3148,0.046351697000000004
cell_3149,0.04684991
cell_3150,0.058381647
cell_3151,0.054122552000000004
cell_3152,0.028188437
cell_3153,0.02100699
cell_3154,0.034042526000000004
cell_3155,0.050445326
cell_3156,0.07178625
cell_3157,0.08611843
cell_3158,0.08956886
cell_3159,0.09347860000000001
cell_3160,0.11440979
cell_3161,0.118533246
cell_3162,0.10190607
cell_3163,0.10073858
cell_3164,0.10228624
cell_3165,0.102192596
cell_3166,0.09418382
cell_3167,0.09948382
cell_3168,0.09729421
cell_3169,0.10016848
cell_3170,0.09940579
cell_3171,0.09864183
cell_3172,0.1496627
cell_3173,0.1356974
cell_3174,0.13771208
cell_3175,0.107288405
cell_3176,0.10818792
cell_3177,0.08630112
cell_3178,0.08476498
cell_3179,0.06594391
cell_3180,0.07455031
cell_3181,0.07674587
cell_3182,0.02617906
cell_3183,0.029455096
cell_3184,0.024892205
cell_3185,0.02126456
cell_3186,0.02166721
cell_3187,0.017402535
cell_3188,0.01713504
cell_3189,0.032261416
cell_3190,0.023509422000000002
cell_3191,0.02350438
cell_3192,0.117980726
cell_3193,0.112114884
cell_3194,0.068033226
cell_3195,0.068149835
cell_3196,0.07341584599999999
cell_3197,0.074387975
cell_3198,0.05601136
cell_3199,0.05449177
cell_3200,0.052100074
cell_3201,0.053624034
cell_3202,0.03212108
cell_3203,0.043819357
cell_3204,0.029769773
cell_3205,0.03138782
cell_3206,0.029396292
cell_3207,0.03861819
cell_3208,0.041072264
cell_3209,0.04598043
cell_3210,0.05230847
cell_3211,0.050948944
cell_3212,0.027414754
cell_3213,0.02690134
cell_3214,0.030795082
cell_3215,0.037562273
cell_3216,0.043504372
cell_3217,0.04778801
cell_3218,0.046718873
cell_3219,0.060379524000000004
cell_3220,0.058074914000000005
cell_3221,0.056889287999999996
cell_3222,0.10174118
cell_3223,0.100705564
cell_3224,0.111122355
cell_3225,0.107230306
cell_3226,0.12079256
cell_3227,0.12124787
cell_3228,0.11242792
cell_3229,0.11141655
cell_3230,0.11680727
cell_3231,0.099804625
cell_3232,0.08326648
cell_3233,0.08114081
cell_3234,0.07789389
cell_3235,0.07495767
cell_3236,0.072234176
cell_3237,0.063150205
cell_3238,0.05339114
cell_3239,0.05243131
cell_3240,0.05046488
cell_3241,0.05066503
cell_3242,0.03668438
cell_3243,0.13177457
cell_3244,0.100021295
cell_3245,0.096887834
cell_3246,0.07119619
cell_3247,0.073619016
cell_3248,0.056563836
cell_3249,0.050851035999999995
cell_3250,0.042861734000000005
cell_3251,0.03571205
cell_3252,0.034340802999999996
cell_3253,0.11234942
cell_3254,0.12361768
cell_3255,0.12937884
cell_3256,0.12614976
cell_3257,0.12168852
cell_3258,0.117053434
cell_3259,0.1230671
cell_3260,0.12688310000000003
cell_3261,0.131981
cell_3262,0.13589902
cell_3263,0.15087417
cell_3264,0.14742929
cell_3265,0.15279418
cell_3266,0.14959231
cell_3267,0.14296953
cell_3268,0.14545086
cell_3269,0.14709653
cell_3270,0.14478499
cell_3271,0.14749748
cell_3272,0.14240538
cell_3273,0.05728881
cell_3274,0.056878875999999995
cell_3275,0.056437872
cell_3276,0.05866463
cell_3277,0.06404951
cell_3278,0.06781347
cell_3279,0.06858867
cell_3280,0.08085682
cell_3281,0.09183613
cell_3282,0.09052693
cell_3283,0.013542598999999999
cell_3284,0.020554645
cell_3285,0.017133888
cell_3286,0.022640128
cell_3287,0.018219436999999998
cell_3288,0.018872116
cell_3289,0.016751407
cell_3290,0.01527295
cell_3291,0.015191795
cell_3292,0.015895179
cell_3293,0.047007296
cell_3294,0.043532543
cell_3295,0.03981206
cell_3296,0.041212857
cell_3297,0.042764902
cell_3298,0.04864176
cell_3299,0.055335342999999995
cell_3300,0.05545621
cell_3301,0.055794064000000004
cell_3302,0.054209917999999996
cell_3303,inf
cell_3304,inf
cell_3305,inf
cell_3306,inf
cell_3307,inf
cell_3308,inf
cell_3309,inf
cell_3310,inf
cell_3311,inf
cell_3312,inf
cell_3313,0.07714372
cell_3314,0.08013197
cell_3315,0.085906364
cell_3316,0.08843284
cell_3317,0.09635574
cell_3318,0.09749075
cell_3319,0.100321725
cell_3320,0.11300447
cell_3321,0.10953448
cell_3322,0.10860316
cell_3323,0.08601971
cell_3324,0.09172007
cell_3325,0.09262109
cell_3326,0.09072253
cell_3327,0.0927417
cell_3328,0.092332974
cell_3329,0.09336227
cell_3330,0.09303772
cell_3331,0.096081205
cell_3332,0.10209562
cell_3333,0.046589147000000004
cell_3334,0.045106363
cell_3335,0.039462987000000005
cell_3336,0.033298417999999996
cell_3337,0.029476821
cell_3338,0.028037528
cell_3339,0.027969372000000003
cell_3340,0.027169827
cell_3341,0.027540622
cell_3342,0.027331422999999997
cell_3343,0.028376326
cell_3344,0.05661571
cell_3345,0.050791617000000004
cell_3346,0.046197955
cell_3347,0.04954623
cell_3348,0.05148189
cell_3349,0.057569586
cell_3350,0.06348453
cell_3351,0.06366436
cell_3352,0.065134786
cell_3353,0.06380715
cell_3354,0.18554161
cell_3355,0.18759191
cell_3356,0.19251907
cell_3357,0.17208363
cell_3358,0.17385733
cell_3359,0.15570770000000003
cell_3360,0.15313558
cell_3361,0.1434396
cell_3362,0.13415675
cell_3363,0.13543484
cell_3364,0.13052596
cell_3365,0.12899232
cell_3366,0.12969133
cell_3367,0.12322225
cell_3368,0.13436025
cell_3369,0.13288666
cell_3370,0.13704759
cell_3371,0.13636696
cell_3372,0.13900149
cell_3373,0.13543066
cell_3374,0.05176293
cell_3375,0.052801102
cell_3376,0.058013487999999995
cell_3377,0.061151747
cell_3378,0.062438555
cell_3379,0.06207316400000001
cell_3380,0.05696646
cell_3381,0.05662322400000001
cell_3382,0.060654823
cell_3383,0.06006666
