x_g1 x_g2 0.0116952302787558
x_g1 x_g3 0.0196976737618364
x_g1 x_g4 0.0314385645665005
x_g1 x_g5 0.0386122817580395
x_g1 x_g6 0.0257082589068252
x_g1 x_g7 0.0371762811189943
x_g1 x_g8 0.00308147903534532
x_g1 x_g9 0.0103911873727523
x_g1 x_g10 0.033584213178093
x_g1 x_g11 0.039690526438105
x_g2 x_g1 0.00619871108122584
x_g2 x_g3 0.0272975908056601
x_g2 x_g4 0.0117840051422488
x_g2 x_g5 0.0307066867388728
x_g2 x_g6 0.0136793179628451
x_g2 x_g7 0.000588230926633758
x_g2 x_g8 0.00667936589838564
x_g2 x_g9 0.0185978076987675
x_g2 x_g10 0.0257865827360689
x_g2 x_g11 0.0352616740001662
x_g3 x_g1 0.0223202586867596
x_g3 x_g2 0.029191794113585
x_g3 x_g4 0.0087991068500708
x_g3 x_g5 0.015651681024203
x_g3 x_g6 0.00789587370707691
x_g3 x_g7 0.00515113170715535
x_g3 x_g8 0.025871486818196
x_g3 x_g9 0.0137383881282469
x_g3 x_g10 0.031676685817483
x_g3 x_g11 0.020413989274358
x_g4 x_g1 0.0515844147704829
x_g4 x_g2 0.0200561033635771
x_g4 x_g3 0.0225757801951306
x_g4 x_g5 0.0438973678966894
x_g4 x_g6 0.0592445867420561
x_g4 x_g7 0.049570689144858
x_g4 x_g8 0.047821278315053
x_g4 x_g9 0.0191630917289834
x_g4 x_g10 0.0475999629445862
x_g4 x_g11 0.0199524207754647
x_g5 x_g1 0.0175330512671533
x_g5 x_g2 0.012115251692232
x_g5 x_g3 0.00990829886446761
x_g5 x_g4 0.0607579060712365
x_g5 x_g6 0.0772189974618142
x_g5 x_g7 0.0373027514442772
x_g5 x_g8 0.0205927671668603
x_g5 x_g9 0.0405456163782592
x_g5 x_g10 0.0150943150885133
x_g5 x_g11 0.022172675755358
x_g6 x_g1 0.0314016502889945
x_g6 x_g2 0.0138493486933718
x_g6 x_g3 0.0502324851039756
x_g6 x_g4 0.0241619413609196
x_g6 x_g5 0.0411627353041358
x_g6 x_g7 0.0718713422123011
x_g6 x_g8 0.0300836783169283
x_g6 x_g9 0.0443106082201578
x_g6 x_g10 0.0860209168100599
x_g6 x_g11 0.0246451829825595
x_g7 x_g1 0.0421801699545526
x_g7 x_g2 0.0163146514972089
x_g7 x_g3 0.0319925230887747
x_g7 x_g4 0.0486882477243798
x_g7 x_g5 0.0576812346471657
x_g7 x_g6 0.0782143984017588
x_g7 x_g8 0.0163877012029906
x_g7 x_g9 0.0131225499661382
x_g7 x_g10 0.0418848515383105
x_g7 x_g11 0.0281248584288203
x_g8 x_g1 0.0174315159888258
x_g8 x_g2 0.0221374886634471
x_g8 x_g3 0.0412343746211536
x_g8 x_g4 0.0204647172859581
x_g8 x_g5 0.0313385465354197
x_g8 x_g6 0.0500314126163324
x_g8 x_g7 0.0135623618023804
x_g8 x_g9 0.0301523449158843
x_g8 x_g10 0.0154889503757464
x_g8 x_g11 0.0126491349898237
x_g9 x_g1 0.0137830298073131
x_g9 x_g2 0.0213882419824644
x_g9 x_g3 0.023463057717323
x_g9 x_g4 0.0346999577777543
x_g9 x_g5 0.0333317198558784
x_g9 x_g6 0.0417856244656975
x_g9 x_g7 0.0596012620045907
x_g9 x_g8 0.044907212259158
x_g9 x_g10 0.0572555567353751
x_g9 x_g11 0.0184449754526298
x_g10 x_g1 0.0900732539500896
x_g10 x_g2 0.0310856752057071
x_g10 x_g3 0.0395587948156713
x_g10 x_g4 0.0467238201663462
x_g10 x_g5 0.0234305441980325
x_g10 x_g6 0.0610347828016053
x_g10 x_g7 0.0843773229300017
x_g10 x_g8 0.0201057330940682
x_g10 x_g9 0.0515337944097203
x_g10 x_g11 0.0256317023871023
x_g11 x_g1 0.053510470927109
x_g11 x_g2 0.0275924154467975
x_g11 x_g3 0.0439077893230731
x_g11 x_g4 0.0395635897218064
x_g11 x_g5 0.0323252717049595
x_g11 x_g6 0.0221691993497222
x_g11 x_g7 0.051668088163152
x_g11 x_g8 0.0171202358703973
x_g11 x_g9 0.0141956480786123
x_g11 x_g10 0.0321198745802273
